time
280.745
6.103
0.899
1.618
5.102
0.9
0.92
0.919
1.629
147.352
0.908
194.36
15.041
0.916
0.895
0.905
479.015
0.994
0.909
0.913
200.116
1.083
196.794
1.16
47.929
2.457
0.904
0.917
4.131
3.564
3.587
0.914
0.929
71.399
75.144
0.916
126.881
100.236
2.4
0.909
1.287
0.895
34.322
0.918
97.607
0.919
363.196
720.328
1.695
295.594
3.574
472.411
0.95
473.017
401.239
1.264
0.891
6.786
148.148
1.663
4.729
9.326
103.319
1.639
2.421
0.916
0.908
0.906
5.391
155.207
15.388
37.584
0.89
0.896
153.058
1.635
178.18
300.987
1.274
103.095
3.737
2.11
44.761
14.962
0.89
7.283
5.855
3.382
0.916
933.137
359.021
116.167
0.915
