time
162.309
7.328
0.935
1.663
3.937
0.92
0.912
0.946
1.677
120
0.978
150.128
11.704
0.911
0.912
0.932
425.81
1.057
0.905
0.96
187.367
1.102
147.183
1.157
36.431
2.428
0.932
0.922
3.496
3.054
3.065
0.923
0.906
53.885
56.212
0.911
96.071
76.816
2.445
0.931
1.307
0.939
28.011
0.919
73.916
0.94
294.716
546.959
1.705
300.655
3.046
361.46
0.951
409.54
211.252
1.275
0.905
5.263
110.978
1.765
4.648
7.271
101.768
1.658
1657.029
2.475
0.935
0.912
0.91
6.161
128.465
11.998
27.128
0.925
0.907
117.471
1.714
165.216
231.903
1.351
95.797
3.105
1.685
44.289
15.865
0.906
5.739
5.328
2.875
0.914
412.912
292.225
108.756
0.966
