time
161.487
6.06
0.91
1.623
5.137
0.867
0.882
0.907
1.664
152.924
0.928
190.571
14.391
0.891
0.884
0.881
468.227
0.907
0.911
0.911
195.351
1.083
200.233
1.108
47.248
2.379
0.873
0.871
4.129
3.496
3.531
0.894
0.867
70.586
73.711
0.872
126.952
98.721
2.363
0.876
1.252
0.874
33.969
0.882
95.519
0.908
354.13
705.917
1.687
288.89
3.48
465.079
0.937
459.178
395.076
1.264
0.87
6.193
143.233
1.644
4.589
9.243
98.4
1.609
2.345
0.874
0.875
0.873
7.111
154.149
21.93
51.211
0.883
0.867
224.976
2.049
167.71
454.286
1.267
120.804
4.743
1.616
45.483
12.943
0.877
9.483
7.519
4.043
0.869
598.412
555.371
136.093
0.878
