time
170.719
10.365
0.896
1.645
7.694
0.89
0.895
0.904
1.65
221.901
0.929
296.264
22.471
0.912
0.895
0.885
615.941
0.923
0.888
0.883
255.993
1.078
290.823
1.122
70.297
2.413
0.902
0.892
5.809
3.768
4.266
0.896
0.892
104.256
108.117
0.906
195.877
159.393
2.879
0.898
1.261
3.883
56.476
0.883
155.834
0.858
472.095
1065.864
1.656
293.681
3.711
693.476
0.921
620.927
395.808
1.295
0.871
8.528
208.532
1.946
4.635
13.171
103.332
1.619
2.343
0.875
0.874
0.875
7.178
155.058
22.114
50.856
0.866
0.871
224.976
1.634
168.059
444.212
1.249
120.341
4.755
1.613
45.528
13.515
0.882
9.446
7.486
4.058
0.883
587.59
542.756
130.269
0.867
