time
286.487
7.406
0.911
1.671
3.92
0.911
0.943
0.969
1.657
113.497
0.944
145.708
11.5
0.999
0.95
0.958
425.838
2.202
0.975
0.935
186.647
1.086
146.025
1.15
35.325
2.457
0.921
0.925
3.373
3.011
3.022
0.888
0.939
52.521
55.511
0.925
95.531
75.234
2.416
0.903
1.273
0.921
25.716
0.927
73.292
0.932
292.323
532.723
1.714
292.974
2.982
349.023
0.942
393.52
214.249
1.278
0.925
5.197
107.647
1.69
4.711
7.665
103.334
1.637
1375.288
2.656
0.939
0.923
0.919
6.123
125.61
11.71
26.515
0.927
0.913
114.422
1.661
162.202
229.599
1.306
95.021
3.051
1.659
43.293
14.937
0.931
5.726
5.221
2.876
0.927
801.503
306.49
104.856
0.923
