time
160.162
7.127
0.895
1.616
3.882
0.899
0.906
0.934
1.656
112.655
0.957
143.319
11.949
0.902
0.916
0.897
421.466
0.945
0.895
0.941
183.697
1.098
147.88
1.298
35.691
2.413
0.897
0.904
3.376
2.979
3.008
0.894
0.899
52.827
55.718
0.896
94.067
75.265
2.396
0.901
1.259
0.897
25.645
0.9
73.257
0.933
290.124
530.103
1.686
290.187
2.973
345.419
0.938
398.461
210
1.271
0.874
5.181
106.857
1.675
4.596
10.129
99.436
1.649
2.44
0.892
0.891
0.897
6.126
126.445
11.786
26.932
0.914
0.9
113.241
1.667
162.434
229.891
1.296
97.345
3.072
1.677
43.531
14.945
0.916
5.648
5.215
2.858
0.895
405.367
284.092
104.064
0.934
