time
163.258
7.307
0.954
1.633
3.88
0.903
0.92
0.951
1.697
115.94
0.933
147.105
12.024
0.916
0.906
0.903
430.083
0.943
0.921
0.935
189.438
1.092
146.603
1.124
35.923
2.42
0.91
0.935
3.541
3.01
3.034
0.903
0.901
54.447
56.73
0.898
100.283
78.347
2.432
0.902
1.267
0.904
27.06
0.901
75.121
0.929
298.252
538.94
1.725
297.308
3.046
355.457
1.05
401.335
216.424
1.288
0.902
5.281
108.84
1.728
4.64
7.306
101.294
1.673
2.356
0.9
0.909
0.902
7.129
155.316
22.106
51.072
0.881
0.922
225.19
1.63
169.14
457.476
1.295
124.137
4.801
1.649
46.046
13.051
0.92
9.51
7.543
4.058
0.901
590.076
545.769
137.733
0.92
