time
163.167
10.222
1.877
1.61
6.462
0.905
0.889
0.899
1.643
219.528
0.906
282.141
20.644
0.9
0.919
0.905
600.007
0.949
0.893
0.914
252.046
1.063
287.526
1.146
69.786
2.372
0.909
0.92
5.727
3.762
4.239
0.904
0.898
102.949
106.785
0.94
186.742
152.482
2.401
0.91
1.26
0.901
48.688
0.916
146.541
0.895
470.847
1057.774
1.678
290.709
3.706
692.263
0.945
618.709
396.855
1.295
0.895
8.591
207.985
2.01
4.598
13.158
102.764
1.644
3.212
0.921
0.91
0.898
8.176
165.195
22.398
51.156
0.912
0.897
225.376
1.662
185.508
453.79
1.287
120.653
4.767
1.625
46.121
15.004
0.903
9.446
8.263
4.055
0.901
589.608
551.612
129.11
0.893
