time
19.77
1.20
0.62
0.76
0.65
0.62
0.63
0.54
0.29
16.85
0.63
25.99
2.61
0.62
0.24
0.30
31.99
0.62
0.62
0.60
21.63
0.70
26.25
0.70
5.98
0.73
0.62
0.63
1.23
0.97
0.85
0.56
0.25
7.72
9.07
0.62
16.02
11.80
0.82
0.58
0.27
0.26
3.54
0.62
10.10
0.61
24.83
134.11
0.63
13.35
0.78
87.48
0.62
31.93
19.55
0.65
0.24
1.06
15.72
0.81
0.90
2.18
7.81
0.66
73.21
0.79
0.50
0.51
0.55
1.24
9.58
2.56
6.79
0.59
0.24
17.23
0.70
16.53
25.08
0.67
8.60
1.09
0.75
3.21
1.56
0.62
1.29
1.15
0.85
0.25
73.11
33.01
8.91
0.62
