time
329.056
9.745
0.872
1.555
3.766
0.868
0.88
0.89
1.576
114.055
0.878
142.856
11.228
0.873
0.883
0.879
417.731
0.923
0.872
0.875
182.214
1.053
145.279
1.113
34.809
2.293
0.878
0.875
3.315
2.906
2.935
0.879
0.881
51.899
54.293
0.879
92.977
74.276
2.773
0.872
4.206
0.878
25.239
0.884
71.621
0.891
290.004
526.283
1.612
286.87
2.918
354.897
0.918
394.742
209.453
1.221
1.043
5.089
107.241
1.664
4.494
7.298
98.464
1.553
1362.145
2.35
0.875
0.905
0.885
5.973
124.739
11.519
26.218
0.873
0.883
111.755
1.561
161.272
226.487
1.218
94.225
3.088
1.582
41.752
14.836
0.874
5.512
5.111
2.77
0.885
800.423
292.6
104.091
0.997
