time
281.141
6.008
0.894
1.615
5.073
0.891
0.919
0.917
1.618
147.125
0.907
192.567
14.165
0.897
0.905
0.908
459.568
0.965
0.901
0.908
193.355
1.024
190.325
1.065
45.667
2.242
0.862
0.855
3.917
3.402
3.41
0.865
0.855
71.09
72.419
0.852
125.976
96.435
2.226
0.858
1.19
0.859
33.106
0.864
93.677
0.856
347.448
717.794
1.648
287.403
3.41
472.359
0.978
471.111
400.087
1.268
0.897
6.837
146.885
1.634
4.674
9.18
102.386
1.598
2.448
0.905
0.902
0.857
5.403
153.266
15.375
34.659
0.9
0.902
149.942
1.65
176.452
299.584
1.268
103.573
3.731
1.635
44.861
15.069
0.899
7.34
5.893
5.561
0.903
961.009
339.376
117.126
0.908
