time
159.41
7.113
0.902
1.624
3.834
0.915
0.905
0.936
1.66
111.81
0.99
147.433
11.436
0.905
0.9
0.888
423.906
1.104
0.905
0.941
186.872
1.093
147.182
1.12
35.675
2.429
0.904
0.912
3.442
3.014
3.046
0.914
0.905
54.792
56.344
0.91
95.73
79.479
2.39
0.895
1.27
0.892
26.062
0.896
76.288
0.934
295.975
541.278
1.873
293.498
2.982
377.376
0.963
412.75
214.365
1.294
0.895
5.278
108.583
1.774
4.653
7.609
102.453
1.648
1618.333
2.42
0.915
0.922
0.892
6.216
128.463
11.805
27.721
0.909
0.906
115.24
1.663
164.95
232.645
1.321
96.636
3.159
1.685
44.696
15.707
0.916
5.747
5.373
2.901
0.944
417.236
293.518
106.757
0.957
