time
164.089
7.334
0.902
1.661
3.874
0.914
0.92
0.964
1.687
113.309
0.977
145.316
11.572
0.917
0.918
0.926
434.474
1.013
0.942
0.979
188.655
1.11
164.91
1.1
38.037
2.456
0.93
0.951
3.542
3.059
3.058
0.907
3.934
54.302
60.351
0.936
99.211
80.644
2.419
0.941
1.313
0.912
28.59
0.912
75.421
0.965
296.897
548.117
1.762
296.3
3.026
353.205
0.962
405.935
208.384
1.256
0.91
5.216
107.812
1.687
4.594
7.2
99.703
1.645
2.437
0.899
0.915
0.891
6.112
127.044
11.727
26.696
0.893
0.924
113.499
1.68
162.993
230.378
1.297
95.084
3.096
1.665
43.891
17.501
0.935
5.72
5.246
2.837
0.927
411.474
289.199
104.898
0.949
