time
180.907
6.387
0.872
1.612
5.158
0.872
0.883
0.905
1.656
150.676
0.916
192.68
14.371
0.892
0.891
0.898
471.087
1.009
0.913
0.919
198.328
1.082
198.349
1.121
47.74
5.397
0.881
0.896
5.241
3.517
3.543
0.896
0.89
71.85
75.35
0.895
141.842
100.612
2.381
0.883
1.273
0.882
34.298
0.881
99.688
0.918
418.031
722.302
2.331
295.973
3.547
473.209
0.908
472.114
404.502
1.295
0.876
7.314
144.171
1.663
5.132
9.52
99.728
1.636
2.381
0.895
0.887
0.9
7.126
158.5
22.346
51.244
0.885
0.88
230.861
1.632
169.834
467.812
1.638
131.224
4.781
1.616
50.165
13.039
0.883
11.16
7.561
4.088
1.886
602.785
547.066
130.564
0.88
