time
158.963
10.249
0.884
1.609
7.093
0.863
0.87
0.869
1.611
217.452
0.877
280.711
20.726
0.864
0.865
0.867
599.191
0.897
0.897
0.891
252.558
1.044
289.838
1.224
69.074
2.383
0.861
0.927
5.664
3.696
4.18
0.866
0.87
102.449
106.863
0.914
186.173
149.729
2.377
0.89
1.264
0.903
49.387
0.889
146.305
0.877
472.156
1066.39
1.667
291.788
3.736
692.199
0.902
618.372
399.572
1.294
0.885
8.561
212.642
1.945
4.598
13.302
103.325
1.618
2.356
0.868
0.869
0.862
7.128
155.194
21.984
51.284
0.884
0.868
228.74
1.638
169.056
454.736
1.379
126.1
4.793
1.63
45.805
13.487
0.888
9.476
7.573
4.046
0.885
604.183
551.706
130.26
0.874
