time
159.09
10.254
0.9
1.612
6.46
0.887
0.867
0.885
1.616
218.508
0.896
282.301
20.704
0.87
0.872
0.935
596.758
0.882
0.879
0.869
255.097
1.039
288.059
1.099
69.524
2.407
0.879
0.865
5.725
3.729
4.245
0.881
0.88
103.217
107.636
0.902
187.058
148.727
2.369
0.872
1.233
0.878
48.811
0.891
146.576
0.866
474.496
1069.788
1.689
290.433
3.734
691.129
0.924
618.627
397.933
1.281
0.876
8.579
209.46
1.958
4.617
13.233
103.742
1.634
2.364
0.875
0.875
0.887
7.171
155.044
22.085
51.003
0.887
0.89
226.314
1.633
170.445
447.901
1.283
121.25
4.799
1.636
45.839
13.02
0.888
9.518
7.602
4.094
0.887
594.636
545.431
130.731
0.874
